string_protein_id	preferred_name	protein_size	annotation
511145.b2344	fadL	446	Long-chain fatty acid outer membrane transporter; Involved in translocation of long-chain fatty acids across the outer membrane. It is a receptor for the bacteriophage T2. FadL may form a specific channel; Belongs to the OmpP1/FadL family.
511145.b2345	yfdF	352	Protein involved in DNA metabolic process.
511145.b2346	mlaA	251	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component; Involved in a phospholipid transport pathway that maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane. Belongs to the MlaA family.
511145.b2347	yfdC	310	Putative transport protein.
511145.b2349	intS	385	CPS-53 (KpLE1) prophage; Integrase is necessary for integration of the phage into the host genome by site-specific recombination. In conjunction with excisionase, integrase is also necessary for excision of the prophage from the host genome.
511145.b2350	gtrA	120	CPS-53 (KpLE1) prophage; Involved in O antigen modification. Involved in the translocation of bactoprenol-linked glucose across the cytoplasmic membrane (By similarity); Belongs to the GtrA family.
511145.b2351	gtrB	306	CPS-53 (KpLE1) prophage; Involved in O antigen modification. Catalyzes the transfer of the glucose residue from UDP-glucose to a lipid carrier (By similarity).
511145.b2352	gtrS	443	Serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage; Putative ligase.
511145.b2354	yfdK	146	Uncharacterized protein YfdK; Pseudogene, CPS-53 (KpLE1) prophage; tail fiber assembly protein fragment;Phage or Prophage Related; To E.coli YmfS.
511145.b2357	yfdN	164	Uncharacterized protein YfdN; CPS-53 (KpLE1) prophage; putative methyltransferase;Phage or Prophage Related.
511145.b2359	yfdP	120	Uncharacterized protein YfdP; Pseudogene, CPS-53 (KpLE1) prophage; bacteriophage replication protein O family;Phage or Prophage Related; To phage T4 y06Q.
511145.b2360	yfdQ	274	CPS-53 (KpLE1) prophage; uncharacterized protein.
511145.b2361	yfdR	178	CPS-53 (KpLE1) prophage; conserved protein.
511145.b2362	yfdS	120	CPS-53 (KpLE1) prophage; uncharacterized protein; To the N-terminal region of phage HK97/HK620 Gp37/hpaH.
511145.b2363	yfdT	101	CPS-53 (KpLE1) prophage; uncharacterized protein.
511145.b2364	dsdC	311	Dsd operon activator; Regulates the expression of the dsdX-dsdA operon.
511145.b2365	dsdX	445	D-serine transporter; A D-serine-specific transporter, may function as a H(+) symporter.
511145.b2366	dsdA	442	D-serine dehydratase (deaminase); Protein involved in cellular amino acid catabolic process.
511145.b2367	emrY	512	Putative multidrug efflux system; Part of the tripartite efflux system EmrYK-TolC, which confers resistance to various drugs.
511145.b2368	emrK	387	Multidrug resistance efflux pump membrane fusion protein; Part of the tripartite efflux system EmrYK-TolC, which confers resistance to various drugs.
511145.b2369	evgA	204	Response regulator in two-component regulatory system with EvgS; Member of the two-component regulatory system EvgS/EvgA. Regulates the expression of emrKY operon and yfdX. Seems also to control expression of at least one other multidrug efflux operon.
511145.b2370	evgS	1197	Hybrid sensory histidine kinase in two-component regulatory system with EvgA; Member of the two-component regulatory system EvgS/EvgA. Phosphorylates EvgA via a four-step phosphorelay in response to environmental signals.
511145.b2371	yfdE	381	acetyl-CoA:oxalate CoA-transferase; Involved in the catabolism of oxalate and in the adapatation to low pH. ACOCT serves to prime the oxalate-induced acid tolerance response (ATR) cycle by producing substrate for oxalyl-CoA decarboxylase (OXC) and formyl-coenzyme A transferase (FCOCT). Catalyzes the reversible conversion of acetyl-CoA and oxalate to oxalyl-CoA and acetate. It can also use formyl-CoA and oxalate to produce oxalyl-CoA and formate with significantly reduced specific activity.
511145.b2372	yfdV	314	Putative receptor protein.
511145.b2373	oxc	564	Oxalyl CoA decarboxylase, ThDP-dependent; Involved in the catabolism of oxalate and in the adapatation to low pH via the induction of the oxalate-dependent acid tolerance response (ATR). Catalyzes the decarboxylation of oxalyl-CoA to yield carbon dioxide and formyl-CoA; Belongs to the TPP enzyme family.
511145.b2374	frc	416	formyl-CoA transferase, NAD(P)-binding; Involved in the catabolism of oxalate and in the adapatation to low pH via the induction of the oxalate-dependent acid tolerance response (ATR). Catalyzes the transfer of the CoA moiety from formyl- CoA to oxalate. It can also use succinate as an acceptor.
511145.b2375	yfdX	211	Uncharacterized protein.
511145.b2376	ypdI	91	Putative lipoprotein involved in colanic acid biosynthesis.
511145.b2377	yfdY	80	DUF2545 family putative inner membrane protein.
511145.b2378	lpxP	306	Palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase; Catalyzes the transfer of palmitoleate from palmitoleoyl-acyl carrier protein (ACP) to Kdo(2)-lipid IV(A) to form Kdo(2)- (palmitoleoyl)-lipid IV(A). Required for the biosynthesis of a distinct molecular species of lipid A, which is present only in cells grown at low temperatures. It may confer a selective advantage to cells growing at lower temperatures by making the outer membrane a more effective barrier to harmful chemicals.
511145.b2379	alaC	412	Glutamate-pyruvate aminotransferase; Involved in the biosynthesis of alanine.
511145.b2380	ypdA	565	Sensor kinase regulating yhjX; Member of the two-component regulatory system YpdA/YpdB, which is part of a nutrient-sensing regulatory network composed of YpdA/YpdB, the high-affinity pyruvate signaling system BtsS/BtsR and their respective target proteins, YhjX and BtsT. YpdA activates YpdB by phosphorylation in response to high concentrations of extracellular pyruvate. Activation of the YpdA/YpdB signaling cascade also promotes BtsS/BtsR-mediated btsT expression.
511145.b2381	ypdB	244	Response regulator activating yhjX; Member of the two-component regulatory system YpdA/YpdB, which is part of a nutrient-sensing regulatory network composed of YpdA/YpdB, the high-affinity pyruvate signaling system BtsS/BtsR and their respective target proteins, YhjX and BtsT. YpdB regulates expression of yhjX by binding to its promoter region. Activation of the YpdA/YpdB signaling cascade also promotes BtsS/BtsR-mediated btsT expression.
511145.b2382	ypdC	285	Putative ARAC-type regulatory protein; Protein involved in transcription activator activity and transcription.
511145.b2383	fryA	831	Putative PTS enzyme: Hpr, enzyme I and IIA components; Multifunctional protein that includes general (non sugar- specific) and sugar-specific components of the phosphoenolpyruvate- dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport.
511145.b2384	ypdE	345	Aminopeptidase; Has a broad aminopeptidase activity on non-blocked peptides by progressively cleaving amino acids off the peptide substrate. Aminopeptidase activity stops at the residue before the first proline in the peptide. Cannot cleave when proline is the first N-terminal residue.
511145.b2385	ypdF	361	Xaa-Pro aminopeptidase; Hydrolyzes the N-terminal methionine when the next amino acid is alanine, proline or serine. The substrate preference for methionyl aminopeptidase activity is Pro > Ala > Ser. Also able to hydrolyze the Xaa-Pro peptide bond when the first amino acid is alanine, asparagine or methionine.
511145.b2386	fryC	415	Putative enzyme IIC component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane.
511145.b2387	fryB	108	Putative enzyme IIB component of PTS; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport.
511145.b2388	glk	321	Glucokinase; Not highly important in E.coli as glucose is transported into the cell by the PTS system already as glucose 6-phosphate.
511145.b2389	yfeO	418	Putative ion channel protein.
511145.b2390	ypeC	108	DUF2502 family putative periplasmic protein; The overlapping reading frame (b2391) is no longer thought to be an actual gene, and has been deaccessioned; To E.coli YaaX.
511145.b2392	mntH	412	Manganese/divalent cation transporter; H(+)-stimulated, divalent metal cation uptake system. Involved in manganese and iron uptake. Can also transport cadmium, cobalt, zinc and to a lesser extent nickel and copper. Involved in response to reactive oxygen.
511145.b2393	nupC	400	Nucleoside (except guanosine) transporter; Transports nucleosides with a high affinity except guanosine and deoxyguanosine. Driven by a proton motive force. Transports cytidine, uridine, thymidine, adenosine and inosine. Can also transport xanthosine, but with a very low affinity.
511145.b2394	insL1-3	370	IS186 transposase.
511145.b2395	yfeA	729	Putative diguanylate cyclase; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic-di-GMP (c-di-GMP) to 5'-pGpG.
511145.b2398	yfeC	114	DUF1323 family putative DNA-binding protein; To E.coli YfiI and P.aeruginosa RluD.
511145.b2399	yfeD	130	DUF1323 family putative DNA-binding protein.
511145.b2400	gltX	471	glutamyl-tRNA synthetase; Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu).
511145.b2405	xapR	294	Transcriptional activator of xapAB; Positive regulator required for the expression of xapA and xapB. Binds to the inducer xanthosine.
511145.b2406	xapB	418	Xanthosine transporter; Uptake of xanthosine. Driven by a proton motive force. Can also transport other nucleosides such as inosine, adenosine, cytidine, uridine and thymidine.
511145.b2407	xapA	277	Purine nucleoside phosphorylase 2; The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate. This protein can degrade all purine nucleosides including xanthosine, inosine and guanosine, but cannot cleave adenosine, deoxyadenosine or hypoxanthine arabinoside. Has a preference for the neutral over the monoanionic form of xanthosine.
511145.b2408	yfeN	254	Putative outer membrane protein; Putative sugar hydrolase; Belongs to the nucleoside-specific channel-forming outer membrane porin (Tsx) (TC 1.B.10) family.
511145.b2409	yfeR	308	Putative transcriptional regulator LYSR-type; Protein involved in transcription activator activity, transcription repressor activity and transcription; Belongs to the LysR transcriptional regulatory family.
511145.b2410	yfeH	332	Putative inorganic ion transporter; Putative cytochrome oxidase; Belongs to the bile acid:sodium symporter (BASS) (TC 2.A.28) family.
511145.b2411	ligA	671	DNA ligase, NAD(+)-dependent; DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double- stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA; Belongs to the NAD-dependent DNA ligase family. LigA subfamily.
511145.b2412	zipA	328	FtsZ stabilizer; Essential cell division protein that stabilizes the FtsZ protofilaments by cross-linking them and that serves as a cytoplasmic membrane anchor for the Z ring. Also required for the recruitment to the septal ring of the downstream cell division proteins FtsK, FtsQ, FtsL and FtsN. ZipA overproduction protects FtsZ from degradation by ClpP by preventing recognition by ClpX. Does not affect the GTPase activity of FtsZ.
511145.b2413	cysZ	253	Sulfate transporter, sulfite inhibited; High affinity, high specificity proton-dependent sulfate transporter, which mediates sulfate uptake. Provides the sulfur source for the cysteine synthesis pathway. Does not transport thiosulfate. Belongs to the CysZ family.
511145.b2414	cysK	323	Cysteine synthase A, O-acetylserine sulfhydrolase A subunit; (Microbial infection) In addition to its role in cysteine synthesis, stimulates the tRNase activity of CdiA-CT from E.coli strain 536 / UPEC; stimulation does not require O-acetylserine sulfhydrylase activity. CdiA is the toxic component of a toxin-immunity protein module, which functions as a cellular contact-dependent growth inhibition (CDI) system. CDI modules allow bacteria to communicate with and inhibit the growth of closely related neighboring bacteria in a contact-dependent fashion (experiments done in strains BW25113 [...] 
