From	Entry	Entry Name	Protein names	Gene Names	Gene Names (synonym)	PubMed ID
E9QCW1	E9QCW1	E9QCW1_DANRE	Calcium channel, voltage-dependent, gamma subunit 8b (Voltage-dependent calcium channel gamma-4 subunit-like isoform X1)	cacng8b		23594743
A3KQ03	A3KQ03	A3KQ03_DANRE	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (GNT-I) (GlcNAc-T I) (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I)	si:ch211-152p11.3 zgc:153912 mgat1b CH211-152P11.3-001	zgc:153912	23594743
Q1MT90	Q1MT90	Q1MT90_DANRE	deleted			
A2AV37	A2AV37	EX3L1_DANRE	Exocyst complex component 3-like protein	exoc3l1 si:ch211-51l3.1		23594743
A5D6T1	A2AV37	EX3L1_DANRE	Exocyst complex component 3-like protein	exoc3l1 si:ch211-51l3.1		23594743
F1QZB9	F1QZB9	F1QZB9_DANRE	Membrane-associated guanylate kinase, WW and PDZ domain-containing 1b (Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1)	MAGI-1 baiap1 fe48b06 magi1 wu:fe48b06 wu:fj98f08 magi1b	baiap1 fe48b06 magi1 wu:fe48b06 wu:fj98f08	15509766; 17606911; 23676078; 23594743; 25294025; 25417113; 26253536; 26469318; 27189481; 29180615; 28252024
A4FUN8	A4FUN8	A4FUN8_DANRE	Rhodopsin	rh1.2 rh1-2 zgc:136903 rhol	rh1-2 zgc:136903	21447259; 24180662; 23594743; 24924194; 26450929; 26469318; 27862951; 27811293; 29422031
F1QZA5	F1QZA5	F1QZA5_DANRE	deleted			
F1QZA4	F1QZA4	F1QZA4_DANRE	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	fa01b02 im:7054683 wu:fa01b02 wu:fc88f06 zgc:113076 idh3g	im:7054683 wu:fa01b02 wu:fc88f06 zgc:113076	19500364; 23594743; 25778530; 26469318; 28252024
Q5U371	Q804Q5	FEZF2_DANRE	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Foreheadin protein) (Zinc finger protein Fez-like)	fezf2 fezl	fezl	11025224; 11180958; 12469125; 23594743
Q804Q5	Q804Q5	FEZF2_DANRE	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Foreheadin protein) (Zinc finger protein Fez-like)	fezf2 fezl	fezl	11025224; 11180958; 12469125; 23594743
Q90ZY2	Q804Q5	FEZF2_DANRE	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Foreheadin protein) (Zinc finger protein Fez-like)	fezf2 fezl	fezl	11025224; 11180958; 12469125; 23594743
Q9DGC4	Q804Q5	FEZF2_DANRE	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Foreheadin protein) (Zinc finger protein Fez-like)	fezf2 fezl	fezl	11025224; 11180958; 12469125; 23594743
Q20JQ7	Q20JQ7	SC4AB_DANRE	Sodium channel protein type 4 subunit alpha B (Voltage-gated sodium channel subunit alpha Nav1.4b)	scn4ab nav1.4b	nav1.4b	16830092; 16303569
Q2XVR2	Q20JQ7	SC4AB_DANRE	Sodium channel protein type 4 subunit alpha B (Voltage-gated sodium channel subunit alpha Nav1.4b)	scn4ab nav1.4b	nav1.4b	16830092; 16303569
Q1LVD2	Q1LVD2	Q1LVD2_DANRE	deleted			
F1QZA0	F1QZA0	F1QZA0_DANRE	Solute carrier family 30 member 1b (Uncharacterized protein LOC100038803)	zgc:162909 znt1 slc30a1b	znt1	20932299; 20937081; 23594743; 24301558; 27189481
Q6TH07	Q6TH07	Q6TH07_DANRE	Flotillin	FLOT1 cb2 cb227 reggie-2b sb:cb2 sb:cb227 wu:fb53d05 flot1b	cb2 cb227 reggie-2b sb:cb2 sb:cb227 wu:fb53d05	15520368; 15690489; 19458231; 21041954; 23594743; 26469318; 27356472; 28252024
Q7ZUC2	Q7ZUC2	CAB45_DANRE	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	sdf4 cab45 zgc:76916	cab45	
A9JTH1	A9JTH1	NCLDA_DANRE	Neurocalcin-delta A	ncalda zgc:175182		
A8KC38	Q08CL3	KBTB8_DANRE	Kelch repeat and BTB domain-containing protein 8 (T-cell activation kelch repeat protein) (TA-KRP)	kbtbd8 takrp zgc:152950	takrp	
Q08CL3	Q08CL3	KBTB8_DANRE	Kelch repeat and BTB domain-containing protein 8 (T-cell activation kelch repeat protein) (TA-KRP)	kbtbd8 takrp zgc:152950	takrp	
A8KBU6	A8KBU6	A8KBU6_DANRE	deleted			
Q5TYQ1	Q5TYQ1	ZYG11_DANRE	Protein zyg-11 homolog	zyg11 si:ch211-11m18.3 zgc:136612		23594743
Q5TYQ2	Q5TYQ1	ZYG11_DANRE	Protein zyg-11 homolog	zyg11 si:ch211-11m18.3 zgc:136612		23594743
A1L209	A1L209	AT7L3_DANRE	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	atxn7l3 si:dz180g5.4 zgc:136438 zgc:158566		23594743
Q1RM53	A1L209	AT7L3_DANRE	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	atxn7l3 si:dz180g5.4 zgc:136438 zgc:158566		23594743
Q8JFU1	A1L209	AT7L3_DANRE	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	atxn7l3 si:dz180g5.4 zgc:136438 zgc:158566		23594743
F1QMW6	F1QMW6	F1QMW6_DANRE	deleted			
F1QYD6	F1QYD6	F1QYD6_DANRE	deleted			
A4IG39	A4IG39	A4IG39_DANRE	deleted			
Q568V0	Q568V0	Q568V0_DANRE	Forkhead box protein G1	foxg1 BF-1 bf1 zgc:109850 foxg1a	BF-1 bf1 zgc:109850	23594743
B0V3C8	B0V3C8	B0V3C8_DANRE	deleted			
Q1MTF5	Q1MTF5	Q1MTF5_DANRE	deleted			
Q8JFD6	Q8JFD6	Q8JFD6_DANRE	Gap junction protein	gja9 connexin35 cx35 cx35b gjd2b CH211-260D9.1-001	connexin35 cx35 cx35b	14648847; 12949901; 15282192; 16337772; 17338632; 23594743; 25867848; 28530549; 27292574; 28252024; 29420541
Q6IQD2	Q6IQD2	Q6IQD2_DANRE	ELL-associated factor 1	wu:fb52f06 zgc:86818 eaf1	zgc:86818	16109975; 19380582; 20161747; 23364330; 23594743; 24445282; 27189481; 28887217; 29910681
B0UYS0	B0UYS0	B0UYS0_DANRE	Keratin 15 (Keratin, type I cytoskeletal 24)	wu:fa91c06 wu:fa95d04 zgc:55334 krt15	wu:fa95d04 zgc:55334	16109975; 17570670; 19289112; 19932050; 23663777; 23594743; 27189481; 28252024
E9QG66	E9QG66	E9QG66_DANRE	ER membrane protein complex subunit 1	emc1		23594743
Q5RGB5	Q5RGB5	Q5RGB5_DANRE	Ras-related protein Rab-3	si:ch211-255d18.4 rab3a zgc:112516 rab3ab	rab3a zgc:112516	19409617; 20198855; 22056673; 21594674; 23594743; 26469318; 28396820; 28252024
F1QM21	F1QM21	F1QM21_DANRE	deleted			
A8E5B7	A8E5B7	A8E5B7_DANRE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	hm:zeh0024 zgc:123331 ndufb5	zgc:123331	11116086; 11435403; 16109975; 23594743; 27189481; 28252024; 30082823
F1QM20	F1QM20	F1QM20_DANRE	deleted			
F1R473	F1R473	F1R473_DANRE	deleted			
Q504C0	Q504C0	Q504C0_DANRE	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	im:6908825 zgc:109963 uchl3	zgc:109963	20040115; 22140076; 23594743; 28450118; 28252024
F1QBH2	F1QBH2	F1QBH2_DANRE	deleted			
Q9I8U8	Q9I8U8	Q9I8U8_DANRE	Fast skeletal muscle troponin C (Troponin C type 2 (fast)) (Troponin C, fast skeletal)	tnnc tnnc2 wu:fb39a12 tnnc2.2	tnnc2 wu:fb39a12	11002340; 12477932; 15533793; 16169945; 18248185; 16966387; 17537787; 23594743; 26979795; 26827899; 28342328; 28252024; 29136572
Q6Q421	Q6Q421	Q6Q421_DANRE	40S ribosomal protein S15	wu:fa93f04 wu:fa99b07 zgc:103714 zgc:92743 rps15	wu:fa99b07 zgc:103714 zgc:92743	15533793; 15138505; 16109975; 17183665; 19097187; 23594743; 27189481; 29326600; 28252024; 30327615; 30067812; 36653451
F1QBE9	F1QBE9	F1QBE9_DANRE	Chemokine (C-C motif) ligand 25b (Chemokine CCL-C11a precursor)	ccl25b		16697551; 16365434; 18482437; 19559469; 22342843; 23594743; 28803829; 29353058; 30449506; 29760055; 31042481
Q803G5	Q803G5	SAM5A_DANRE	Sorting and assembly machinery component 50 homolog A	samm50a samm50 zgc:55803	samm50	
Q1LUV0	Q1LUV0	Q1LUV0_DANRE	Si:ch211-262h13.5 (Uncharacterized protein LOC571127 precursor)	zgc:152985 si:ch211-262h13.5		12477932; 21873635; 23594743; 26469318
Q45QT2	Q45QT2	Q45QT2_DANRE	Thymosin beta	Tbeta11 fb08c07 fj40h03 wu:fb08c07 wu:fj40h03 tmsb4x zgc:195154	fb08c07 fj40h03 wu:fb08c07 wu:fj40h03	20138884; 21887364; 23747412; 23594743; 24174574; 24732964; 27189481; 26748692; 28252024; 28191018; 31017557
Q7ZZB1	Q7ZZB1	Q7ZZB1_DANRE	Sorting nexin	si:bz36d5.4 snx9 zgc:113455 snx9a	snx9 zgc:113455	22213104; 23072875; 23594743; 26469318; 27189481; 27519738
A3QK31	A3QK31	A3QK31_DANRE	Vesicular glutamate transporter 1 (Solute carrier family 17 member 7)	MGC163045 slc17a7 vglut1 slc17a7a	slc17a7 vglut1	15515020; 17196531; 17941721; 18037399; 18305245; 23594743; 29107546; 27615194; 28252024; 28648499; 29548943
F1QLR1	F1QLR1	F1QLR1_DANRE	deleted			
A3KQN9	A3KQN9	A3KQN9_DANRE	Integrator complex subunit 8	zgc:111823 ints8		12477932; 23594743; 26469318
Q6P0E1	Q6P0E1	SOX2_DANRE	Transcription factor Sox-2	sox2 zgc:65860 zgc:77389		16408288; 16543359; 16324829
Q7T2L8	Q7T2L8	Q7T2L8_DANRE	Dual specificity protein phosphatase (EC 3.1.3.16) (EC 3.1.3.48)	mkp3 MKP3 Mkp3 wu:fd99d09 dusp6	MKP3 Mkp3 wu:fd99d09	12776124; 12766772; 15347431; 15142973; 16109975; 15889082; 23594743; 30135188; 29584859; 30523256; 29945667; 30282743
F1QLQ4	F1QLQ4	F1QLQ4_DANRE	deleted			
O93599	O93599	O93599_DANRE	Signal transducer and activator of transcription	STAT3b1 STAT3b2 wu:fc15d02 wu:fl59g06 z-Stat3 stat3	STAT3b2 wu:fc15d02 wu:fl59g06 z-Stat3	10898958; 10727871; 11879641; 15302407; 15129296; 23594743; 30090375; 30265984; 30519016; 30258730; 30367725
E7FCQ0	E7FCQ0	E7FCQ0_DANRE	CCHC-type zinc finger, nucleic acid-binding protein b (Zinc finger protein 9)	cnbp wu:fj34c03 cnbpb	wu:fj34c03	21172006; 21999883; 23594743; 23667590; 25151948; 26469318; 27189481; 27711076; 28252024
A4IG25	A4IG25	A4IG25_DANRE	deleted			
F1QL53	F1QL53	F1QL53_DANRE	deleted			
Q32PP9	Q32PP9	SOX14_DANRE	Transcription factor Sox-14	sox14 zgc:123197		
F1QMC8	F1QMC8	F1QMC8_DANRE	deleted			
Q7ZU69	Q7ZU69	Q7ZU69_DANRE	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	zgc:56377 zgc:77482 psmd13	zgc:77482	15520368; 19092113; 20943912; 23594743; 25010335; 26469318; 27189481; 28252024
A5WVY0	A5WVY0	A5WVY0_DANRE	deleted			
F1QMB0	F1QMB0	F1QMB0_DANRE	Peroxisomal ATPase PEX6 (Peroxin-6)	pex6		23594743
B1AAR9	B1AAR9	B1AAR9_DANRE	deleted			
Q1L8U1	Q1L8U1	Q1L8U1_DANRE	Si:ch211-81a5.8 (Uncharacterized protein LOC560648)	si:ch211-81a5.8		12477932; 21873635; 23594743; 26469318
F1QKT6	F1QKT6	F1QKT6_DANRE	deleted			
F1QKS9	F1QKS9	F1QKS9_DANRE	28S ribosomal protein S21, mitochondrial (EC 3.6.5.3) (Mitochondrial ribosomal protein S21)	zgc:163126 mrps21		23594743; 26469318; 27189481
F1QKS1	A0A8M1QLR0	A0A8M1QLR0_DANRE	cyclin-dependent kinase (EC 2.7.11.22)	cdk19		23594743; 27189481
B5MF72	B5MF72	B5MF72_DANRE	Calcium/calmodulin-dependent protein kinase 1Db (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase I delta long)	camk1d zgc:158713 camk1db	zgc:158713	19166982; 19823752; 22107949; 24099663; 24180662; 23594743; 25994484; 26469318; 27189481; 27220618
F1QB45	F1QB45	F1QB45_DANRE	deleted			
Q9PW77	Q9PW77	Q9PW77_DANRE	Pbx4 homeodomain protein (Pbx4/Lazarus homeodomain protein) (Pre-B-cell leukemia transcription factor 4)	PBXA fb77e11 lazarus lzr pbxx wu:fb77e11 pbx4	fb77e11 lazarus lzr pbxx wu:fb77e11	10679934; 11120825; 10983974; 11684652; 12431378; 15883028; 15882579; 23594743; 26770887; 26469318; 27189481; 30355621; 29496480
Q802D5	Q802D5	Q802D5_DANRE	Profilin	pfn2 wu:fb01g08 wu:fb54f09 wu:fd58f06 pfn2b	wu:fb01g08 wu:fb54f09 wu:fd58f06	16109975; 19240126; 23594743; 24271012; 26469318; 27235108; 28252024
B3DK16	B3DK16	PCF5A_DANRE	Polycomb group RING finger protein 5-A	pcgf5a zgc:194668		
Q7ZTZ2	Q7ZTZ2	RLP24_DANRE	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1)	rsl24d1 zgc:56202		
Q5PNP4	Q5PNP4	Q5PNP4_DANRE	deleted			
B3DJY4	B3DJY4	B3DJY4_DANRE	deleted			
A0A0R4IP27	A0A0R4IP27	A0A0R4IP27_DANRE	deleted			
F1QLH0	F1QLH0	F1QLH0_DANRE	deleted			
F1QLE9	F1QLE9	F1QLE9_DANRE	deleted			
F1QLE3	F1QLE3	F1QLE3_DANRE	deleted			
D0E2W2	D0E2W2	D0E2W2_DANRE	Cellular communication network factor 6 (WNT1 inducible signaling pathway protein 3) (WNT1-inducible-signaling pathway protein 3 precursor)	si:dkey-119m7.6 wisp3 ccn6	wisp3	17823661; 20503371; 23594743; 26469318
Q6AZW3	Q6AZW3	Q6AZW3_DANRE	Chromobox homolog 6a (Chromobox protein homolog 6) (Zgc:101049)	zgc:101049 cbx6 cbx6a	cbx6	21195142; 24240475; 23594743; 26469318; 25985063; 27189481
Q7T3B8	Q7T3B8	Q7T3B8_DANRE	N-terminal amino-acid N(alpha)-acetyltransferase NatA (EC 2.3.1.255)	ard1a hm:zeh0223 wu:fc66b08 zgc:63981 naa10	hm:zeh0223 wu:fc66b08 zgc:63981	11116087; 23594743; 26251455
F6NLH0	F6NLH0	F6NLH0_DANRE	Hermansky-Pudlak syndrome 5 protein homolog	zgc:162420 hps5		9007234; 23893484; 23639161; 23594743; 26469318; 27189481
O57330	O57330	O57330_DANRE	Proteasome subunit beta	psmb8 beta5ia LMP7 lmp7 psmb8a CH211-51F10.3-001 psmb8-001	beta5ia LMP7 lmp7	9550404; 10453006; 11814690; 12598696; 20102740; 21346254; 23594743; 24683187; 26469318; 27493218; 28698226; 29471808
Q1LUU3	Q1LUU3	Q1LUU3_DANRE	Novel protein similar to tapasin (Tpsn) (TAP-binding protein (tapasin), tandem duplicate 1)	tapbp.1 DKEY-264N13.8-001		23594743
Q1L5E7	Q1L5E7	Q1L5E7_DANRE	Parathyroid hormone-related protein	pthrp2 si:ch211-112d9.1 pthlhb	si:ch211-112d9.1	21880859; 22761277; 23594743; 23159952; 25841489; 28148780; 29062283; 29752384
Q6DGK2	Q6DGK2	LDHBB_DANRE	L-lactate dehydrogenase B-B chain (LDH-B-B) (EC 1.1.1.27)	ldhbb zgc:92882		
F1Q9X8	F1Q9X8	F1Q9X8_DANRE	deleted			
F1Q9W6	F1Q9W6	F1Q9W6_DANRE	Regulator of G protein-signaling 7a (Regulator of G-protein signaling 7 isoform X3)	rgs7 zgc:92793 rgs7a	zgc:92793	23594743
F1Q8Q4	F1Q8Q4	F1Q8Q4_DANRE	deleted			
Q1LXJ1	Q1LXJ1	Q1LXJ1_DANRE	Keratin 17 (Si:dkeyp-113d7.7)	si:dkeyp-113d7.7 krt17		22278371; 23594743; 23950494; 24211655; 26469318; 27189481; 26584595; 28780062; 30157643
F1Q8P0	F1Q8P0	F1Q8P0_DANRE	deleted			
F1Q8N9	F1Q8N9	F1Q8N9_DANRE	deleted			
Q1LXJ7	Q1LXJ7	Q1LXJ7_DANRE	Type I cytokeratin, enveloping layer,-like	cyt1l		22297719; 23594743; 24714733; 26469318; 27189481; 27068748
F1Q7G3	F1Q7G3	F1Q7G3_DANRE	deleted			
A5PMP7	A5PMP7	A5PMP7_DANRE	Platelet-derived growth factor subunit A (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide)	LOC103909601 pdgfa pdgfa-2 zgc:100777 pdgfaa	pdgfa pdgfa-2 zgc:100777	12211169; 16869712; 18264099; 18193022; 19474300; 23861062; 23594743; 24942242; 26420840; 27189481; 28098558
A5PMP1	A5PMP1	A5PMP1_DANRE	Calpain 1, (mu/I) large subunit b (Calpain 1, large subunit (EC 3.4.22.17))	si:ch211-203k12.4 si:dkeyp-101g1.3 capn1b	si:dkeyp-101g1.3	18265014; 23357851; 23594743; 27153400; 26908177; 28252024; 30029251; 30944473
Q5BJC1	Q5BJC1	SPTSA_DANRE	Serine palmitoyltransferase small subunit A (Small subunit of serine palmitoyltransferase A) (ssSPTa)	sptssa ssspta zgc:112487	ssspta	
P47793	P47793	WNT4A_DANRE	Protein Wnt-4a	wnt4a wnt-4 wnt4	wnt-4 wnt4	8541205
Q92049	P47793	WNT4A_DANRE	Protein Wnt-4a	wnt4a wnt-4 wnt4	wnt-4 wnt4	8541205
Q7T3Q4	Q7T3Q4	Q7T3Q4_DANRE	Nociceptin receptor (Kappa-type 3 opioid receptor) (Orphanin FQ receptor)	oprl oprl1		11726686; 18832151; 19460625; 20463905; 21247980; 21773621; 22207143; 23594743; 25013167; 26469318
A5WW41	A5WW41	A5WW41_DANRE	deleted			
F1Q9K7	F1Q9K7	F1Q9K7_DANRE	Heparan-sulfate 6-O-sulfotransferase (EC 2.8.2.-)	hs6st3a		23594743
B0R0P2	B0R0P2	B0R0P2_DANRE	deleted			
Q24K33	Q24K33	Q24K33_DANRE	Immune-related lectin-like receptor 1 (Immune-related, lectin-like receptor 1)	illr1		16467987; 23594743; 30863400
Q6P5L5	Q6P5L5	Q6P5L5_DANRE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)	nduf8 zgc:77718 ndufb8	zgc:77718	23594743; 23516612; 26469318; 28252024; 30082823
E7EZZ6	E7EZZ6	E7EZZ6_DANRE	deleted			
F1R872	F1R872	F1R872_DANRE	Ferritin	zgc:173593 fthl30		23594743
F1R871	F1R871	F1R871_DANRE	E3 ubiquitin/ISG15 ligase TRIM25 isoform X1 (Tripartite motif-containing 25,-like)	trim25l		23594743
F1R869	F1R869	F1R869_DANRE	Nuclear receptor coactivator 6	ncoa6		23594743
Q502K2	Q502K2	SAMH1_DANRE	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)	samhd1		
F1R6N3	F1R6N3	F1R6N3_DANRE	deleted			
F1R6N0	F1R6N0	F1R6N0_DANRE	deleted			
B3DKD9	B3DKD9	B3DKD9_DANRE	deleted			
F1R6L3	F1R6L3	F1R6L3_DANRE	deleted			
Q0ZBR7	Q0ZBR7	Q0ZBR7_DANRE	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	MIF mif		17442392; 18068224; 20961855; 20363032; 22210003; 23594743; 28738802; 28926587; 29465400; 28928022; 29867554
A3KQI3	A3KQI3	BORC8_DANRE	BLOC-1-related complex subunit 8	borcs8 si:ch211-125m10.2		23594743
B3DG62	A3KQI3	BORC8_DANRE	BLOC-1-related complex subunit 8	borcs8 si:ch211-125m10.2		23594743
F1R4D3	F1R4D3	F1R4D3_DANRE	Leucine-rich repeat transmembrane neuronal 2 (Leucine-rich repeat transmembrane neuronal protein 2)	lrrtm2		23594743
E7F3X3	E7F3X3	E7F3X3_DANRE	Sulfotransferase (EC 2.8.2.-)	si:ch211-216b21.2		23594743
Q1LUK0	Q1LUK1	MIC13_DANRE	MICOS complex subunit MIC13	micos13 mic13 qil1 si:dkey-78l4.14	mic13 qil1	23594743
Q1LUK1	Q1LUK1	MIC13_DANRE	MICOS complex subunit MIC13	micos13 mic13 qil1 si:dkey-78l4.14	mic13 qil1	23594743
F1R4D0	F1R4D0	F1R4D0_DANRE	deleted			
B7ZC95	B7ZC95	B7ZC95_DANRE	Discs, large homolog 5a (Drosophila) (Disks large homolog 5)	dlg5 wu:fc28f03 dlg5a	wu:fc28f03	15693615; 23594743; 26582102; 26469318; 28252024
Q4V9P8	Q4V9P8	Q4V9P8_DANRE	calcium/calmodulin-dependent protein kinase (EC 2.7.11.17)	camk2ga zgc:109908 camk2g1	zgc:109908	17103413; 18202183; 20630945; 21752935; 23747599; 23594743; 25047640; 26116573; 26469318; 27189481; 28252024
F1R4C4	F1R4C4	PIS4A_DANRE	E3 SUMO-protein ligase PIAS4-A (EC 2.3.2.27) (Protein inhibitor of activated STAT protein 4)	pias4a		22345667; 23594743; 22412924
H8YLC1	F1R4C4	PIS4A_DANRE	E3 SUMO-protein ligase PIAS4-A (EC 2.3.2.27) (Protein inhibitor of activated STAT protein 4)	pias4a		22345667; 23594743; 22412924
Q6IS20	F1R4C4	PIS4A_DANRE	E3 SUMO-protein ligase PIAS4-A (EC 2.3.2.27) (Protein inhibitor of activated STAT protein 4)	pias4a		22345667; 23594743; 22412924
Q6PFJ4	F1R4C4	PIS4A_DANRE	E3 SUMO-protein ligase PIAS4-A (EC 2.3.2.27) (Protein inhibitor of activated STAT protein 4)	pias4a		22345667; 23594743; 22412924
Q7T2P6	Q7T2P6	TIM23_DANRE	Mitochondrial import inner membrane translocase subunit Tim23	timm23		12006978
Q8JHG5	Q7T2P6	TIM23_DANRE	Mitochondrial import inner membrane translocase subunit Tim23	timm23		12006978
E7F3W3	E7F3W3	E7F3W3_DANRE	deleted			
Q9YI98	Q9YI98	OAZ1_DANRE	Ornithine decarboxylase antizyme 1 (ODC antizyme, short form) (ODC-Az-S)	oaz1a oaz1	oaz1	10600644
Q6NYJ2	Q6NYJ2	Q6NYJ2_DANRE	Suppressor of cytokine signaling 3	zgc:77038 socs3b		17949705; 17961207; 18029016; 19439512; 21379331; 23594743; 30090375; 30449506; 29581525; 29957152; 30701084
Q1MTE5	Q1MTE5	ARL3_DANRE	ADP-ribosylation factor-like protein 3	arl3 sfxn2 si:ch211-208d15.4	sfxn2	23594743
Q1LX17	Q1LX17	Q1LX17_DANRE	Cyclin-dependent kinases regulatory subunit	si:dkey-94n12.2 cks2		12234666; 23000964; 23594743; 27189481
F6PAL8	F6PAL8	F6PAL8_DANRE	Ectonucleotide pyrophosphatase/phosphodiesterase 7, tandem duplicate 2 (Uncharacterized protein LOC557817 precursor)	dZ64D20.2 si:busm1-64d20.2 si:dkey-33g13.2 enpp7.2	si:busm1-64d20.2 si:dkey-33g13.2	23594743; 28502661
A7E2J5	A7MBU6	T23OA_DANRE	Tryptophan 2,3-dioxygenase A (TDO-A) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase A) (Tryptophan oxygenase A) (TO-A) (TRPO-A) (Tryptophan pyrrolase A) (Tryptophanase A)	tdo2a tdo2	tdo2	
A7MBU6	A7MBU6	T23OA_DANRE	Tryptophan 2,3-dioxygenase A (TDO-A) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase A) (Tryptophan oxygenase A) (TO-A) (TRPO-A) (Tryptophan pyrrolase A) (Tryptophanase A)	tdo2a tdo2	tdo2	
Q6PC64	Q6PC64	ELOV6_DANRE	Very long chain fatty acid elongase 6 (EC 2.3.1.199) (3-keto acyl-CoA synthase elovl6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Elongation of very long chain fatty acids protein 6) (Very long chain 3-ketoacyl-CoA synthase 6) (Very long chain 3-oxoacyl-CoA synthase 6)	elovl6		
Q6NZZ1	Q6NZZ1	Q6NZZ1_DANRE	Uncharacterized protein LOC402939 (Zgc:77938)	zgc:77938		20881290; 23594743; 24594943; 26469318
F1R8P8	F1R8P8	F1R8P8_DANRE	deleted			
E7F368	E7F368	E7F368_DANRE	Protein kinase C (EC 2.7.11.13)	prkcea		23594743
F1R8P4	F1R8P4	GLRA2_DANRE	Glycine receptor subunit alpha-2	glra2		23594743; 26370147
F1R6J5	F1R6J5	F1R6J5_DANRE	deleted			
A0A0R4IVA4	A0A0R4IVA4	CC14A_DANRE	Dual specificity protein phosphatase CDC14AB (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog AB)	cdc14ab		23594743; 27259055
F1R6I2	F1R6I2	F1R6I2_DANRE	Granulin b (Granulins isoform X1)	fj14b08 wu:fj14b08 zgc:111858 grnb	wu:fj14b08 zgc:111858	23594743
A8DU70	A8DU70	A8DU70_DANRE	Kaiso (Zinc finger and BTB domain-containing 33)	wu:fd36e09 zbtb33		23594743
Q7T291	Q7T291	ADPRM_DANRE	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (EC 3.6.1.13) (EC 3.6.1.16) (EC 3.6.1.53) (ADPRibase-Mn) (CDP-choline phosphohydrolase)	adprm zgc:64213		
Q1LVQ2	Q1LVQ2	SH34A_DANRE	SH3 domain-binding protein 4-A	sh3bp4a sh3bp4 si:dkey-110p14.1	sh3bp4	23594743
Q4V977	Q1LVQ2	SH34A_DANRE	SH3 domain-binding protein 4-A	sh3bp4a sh3bp4 si:dkey-110p14.1	sh3bp4	23594743
Q76JU7	Q1LVQ2	SH34A_DANRE	SH3 domain-binding protein 4-A	sh3bp4a sh3bp4 si:dkey-110p14.1	sh3bp4	23594743
A4VCF7	A4VCF7	A4VCF7_DANRE	Ligand of numb-protein X 2b (Ligand of numb-protein X-like protein) (Zgc:85925 protein)	lnxL id:ibd3184 zgc:85925 lnx2b	id:ibd3184 zgc:85925	11731487; 15520368; 19668196; 19225104; 20971071; 21666599; 23594743; 25995451; 26469318; 26392552; 27189481
Q8JHI0	Q8JHI0	Q8JHI0_DANRE	ADP/ATP translocase (ADP,ATP carrier protein)	SLC25A5 CHUNP6931 SI:bZ46J2.1 si:bz46j2.2 SI:bZ46J2.3 SI:bZ46J2.5 SI:bZ46J2.6 SI:bZ46J2.7 SI:bZ46J2.9 sr:nyz040 wu:fe06b05 slc25a5	CHUNP6931 SI:bZ46J2.1 si:bz46j2.2 SI:bZ46J2.3 SI:bZ46J2.5 SI:bZ46J2.6 SI:bZ46J2.7 SI:bZ46J2.9 sr:nyz040 wu:fe06b05	12006978; 12477932; 15376328; 15520368; 16109975; 16379021; 16373575; 23594743; 28138518; 28617195; 28252024; 28694436; 29293684
A2CEZ0	A2CEZ0	A2CEZ0_DANRE	deleted			
F1R4X9	F1R4X9	F1R4X9_DANRE	deleted			
