From	Entry	Entry Name	Protein names	Gene Names	Gene Ontology IDs
B7SXM5	B7SXM5	IER2_DANRE	Immediate early response gene 2 protein	ier2	GO:0005634; GO:0005737; GO:0007368; GO:0060026; GO:0060271; GO:0070121
A2BGE5	A2BGE5	A2BGE5_DANRE	deleted		
B0V118	A0A8M2BAK6	A0A8M2BAK6_DANRE	Helicase-like transcription factor (Helicase-like transcription factor isoform X1)	hltf	GO:0003676; GO:0004386; GO:0005524; GO:0005634; GO:0006281; GO:0008094; GO:0008270; GO:0016818; GO:0140658
A4JYI1	Q58EG3	NECT3_DANRE	Nectin-3-like protein (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3-like)	nectin3 pvrl3l si:dkey-62a13.5 zgc:113035	GO:0005886; GO:0005912; GO:0007156; GO:0007157; GO:0043296; GO:0046718
A4JYN6	Q58EG3	NECT3_DANRE	Nectin-3-like protein (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3-like)	nectin3 pvrl3l si:dkey-62a13.5 zgc:113035	GO:0005886; GO:0005912; GO:0007156; GO:0007157; GO:0043296; GO:0046718
Q58EG3	Q58EG3	NECT3_DANRE	Nectin-3-like protein (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3-like)	nectin3 pvrl3l si:dkey-62a13.5 zgc:113035	GO:0005886; GO:0005912; GO:0007156; GO:0007157; GO:0043296; GO:0046718
Q1L927	Q1L927	Q1L927_DANRE	deleted		
A0A0R4IBP9	A0A0R4IBP9	A0A0R4IBP9_DANRE	deleted		
F8W4C4	F8W4C4	F8W4C4_DANRE	deleted		
I3IRW7	I3IRW7	I3IRW7_DANRE	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) (EC 2.6.1.22) ((S)-3-amino-2-methylpropionate transaminase) (GABA aminotransferase) (Gamma-amino-N-butyrate transaminase) (L-AIBAT)	cb880 fj82a01 wu:fj82a01 abat	GO:0003867; GO:0005739; GO:0009450; GO:0030170; GO:0034386; GO:0042135; GO:0047298
A0A0R4IHT0	A0A0R4IHT0	A0A0R4IHT0_DANRE	deleted		
A0A0R4IJT8	A0A0R4IJT8	A0A0R4IJT8_DANRE	T-complex protein 1 subunit theta (CCT-theta)	fa22h09 wu:fa22h09 zgc:56059 cct8	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0035095; GO:0051082; GO:0140662
A0A0R4IRF0	A0A0R4IRF0	A0A0R4IRF0_DANRE	Tektin	zgc:101797 tekt1	GO:0015630; GO:0031514; GO:0060271; GO:0060294
Q6NV13	Q6NV13	Q6NV13_DANRE	deleted		
A0A2R8Q108	A0A2R8Q108	A0A2R8Q108_DANRE	deleted		
Q92005	Q92005	EF1A_DANRE	Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-)	eef1a ef1a	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414
A0A0G2L6T1	Q7ZUS9	Q7ZUS9_DANRE	Electron transfer flavoprotein subunit alpha (Alpha-ETF)	ETFA cb1020 wu:fd06h11 etfa	GO:0005739; GO:0005759; GO:0009055; GO:0009887; GO:0031998; GO:0033539; GO:0050660; GO:0070584
Q7ZUS9	Q7ZUS9	Q7ZUS9_DANRE	Electron transfer flavoprotein subunit alpha (Alpha-ETF)	ETFA cb1020 wu:fd06h11 etfa	GO:0005739; GO:0005759; GO:0009055; GO:0009887; GO:0031998; GO:0033539; GO:0050660; GO:0070584
A0A2R8RRC9	A0A2R8RRC9	A0A2R8RRC9_DANRE	deleted		
A0A0G2KUJ0	A0A0G2KUJ0	A0A0G2KUJ0_DANRE	deleted		
A0A0G2KH95	A0A0G2KH95	A0A0G2KH95_DANRE	deleted		
Q6GQM1	Q6GQM1	Q6GQM1_DANRE	Tubulin alpha chain	zgc:91972 tuba7l	GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0016787
Q6P3L3	Q6P3L3	Q6P3L3_DANRE	deleted		
A0A2R8S0A2	A0A2R8S0A2	A0A2R8S0A2_DANRE	ELAV-like protein	zgc:91918 elavl2	GO:0003730; GO:1990904
A0A2R8QPQ1	A0A2R8QPQ1	A0A2R8QPQ1_DANRE	deleted		
A0A2U3TW16	A0A2U3TW16	A0A2U3TW16_DANRE	deleted		
Q9I8V1	Q9I8V1	Q9I8V1_DANRE	Actin alpha cardiac muscle 1b (Actin, alpha 1, skeletal muscle) (Actin, alpha cardiac muscle 1) (Skeletal alpha1 actin)	acta1 fa27h01 fb83f06 wu:fa27h01 wu:fb83f06 actc1b	
Q803H5	Q803H5	Q803H5_DANRE	Gnb1l protein (Guanine nucleotide binding protein (G protein), beta polypeptide 1, like) (Guanine nucleotide binding protein (G protein), beta polypeptide 1, like isoform X1) (Guanine nucleotide-binding protein (G protein), beta polypeptide 1b)	gnb1l fb39f01 GNB1x wu:fb39f01 wu:fb98e06 wu:fj09d12 zgc:55774 gnb1b	GO:0005737; GO:0005834; GO:0007186; GO:0030159; GO:0048920; GO:1902624
Q6P3L9	Q6P3L9	Q6P3L9_DANRE	glutamate dehydrogenase [NAD(P)(+)] (EC 1.4.1.3)	cb719 glud1 wu:fb16e02 wu:fb58f12 wu:fe37f03 wu:fj43f02 zgc:192851 zgc:55630 glud1b	GO:0004352; GO:0005739; GO:0006538
Q7ZV39	Q7ZV39	Q7ZV39_DANRE	Voltage-dependent anion-selective channel protein 2-like (Zgc:56235)	zgc:56235	GO:0005741; GO:0008308; GO:0015288; GO:0046930
B3DFN3	B3DFN3	B3DFN3_DANRE	Lamin-B2	fc15d06 im:7142331 lamin wu:fb94e05 wu:fb95e12 wu:fc15d06 wu:fc49h03 lmnb2	GO:0005200; GO:0005635; GO:0005652; GO:0005882; GO:0006998; GO:0007097; GO:0031507; GO:0051664; GO:0090435
F1RC56	F1RC56	F1RC56_DANRE	Adenosine deaminase domain-containing 1 (testis-specific) (Adenosine deaminase domain-containing protein 1)	fi42e08 wu:fi42e08 adad1	GO:0003725; GO:0003726; GO:0005730; GO:0005737; GO:0006382; GO:0006396; GO:0008251
Q6NWL6	Q6NWL6	Q6NWL6_DANRE	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	wu:fj17f09 zgc:85615 uchl5	GO:0004843; GO:0005737; GO:0006511; GO:0016579; GO:0031011; GO:0070628; GO:1904888
A0A0R4IGD0	Q08BV6	Q08BV6_DANRE	creatine kinase (EC 2.7.3.2)	zgc:154095 cb02h12 fb62d04 fc14g11 mg:cb02h12 wu:fb62d04 wu:fc14g11 zgc:92079 ckba	GO:0004111; GO:0005524; GO:0016310; GO:0046314
A0A0R4IU65	Q08BV6	Q08BV6_DANRE	creatine kinase (EC 2.7.3.2)	zgc:154095 cb02h12 fb62d04 fc14g11 mg:cb02h12 wu:fb62d04 wu:fc14g11 zgc:92079 ckba	GO:0004111; GO:0005524; GO:0016310; GO:0046314
Q08BV6	Q08BV6	Q08BV6_DANRE	creatine kinase (EC 2.7.3.2)	zgc:154095 cb02h12 fb62d04 fc14g11 mg:cb02h12 wu:fb62d04 wu:fc14g11 zgc:92079 ckba	GO:0004111; GO:0005524; GO:0016310; GO:0046314
A0A0R4IYU4	A0A0R4IYU4	A0A0R4IYU4_DANRE	deleted		
E7F1U3	E7F1U3	E7F1U3_DANRE	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	trim3a	GO:0000209; GO:0004842; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
X1WCF2	X1WCF2	X1WCF2_DANRE	deleted		
X1WET2	X1WET2	X1WET2_DANRE	deleted		
E7EYW2	E7EYW2	E7EYW2_DANRE	Epsin 2 (Epsin-2 isoform X1)	epn2	GO:0005543; GO:0005768; GO:0005886; GO:0006897; GO:0030125; GO:0030276
X1WH50	X1WH50	X1WH50_DANRE	Myb-like protein X (Si:ch211-137a8.4)	si:ch211-137a8.4	
Q6DH66	Q6DH66	TM20B_DANRE	Mitochondrial import receptor subunit TOM20 homolog B (Mitochondrial 20 kDa outer membrane protein B) (Outer mitochondrial membrane receptor Tom20-B)	tomm20b zgc:92628	GO:0005742; GO:0016031; GO:0030150; GO:0030943
A0A0R4IAW3	A0A0R4IAW3	A0A0R4IAW3_DANRE	deleted		
A0A0G2KIZ6	A0A0G2KIZ6	A0A0G2KIZ6_DANRE	deleted		
A0A2R8QRQ5	A0A2R8QRQ5	A0A2R8QRQ5_DANRE	Transcription factor AP-2-alpha (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2)	ap2 ap2a cb93 fb83f04 fc31a07 wu:fb83f04 wu:fc31a07 tfap2a	GO:0000977; GO:0000981; GO:0001501; GO:0005634; GO:0006355; GO:0006357; GO:0007422; GO:0014032; GO:0014036; GO:0030182; GO:0030318; GO:0030902; GO:0035778; GO:0042127; GO:0043049; GO:0043473; GO:0048701; GO:0048856; GO:0050935; GO:0051216; GO:0060041; GO:0060788; GO:0071599; GO:0071696; GO:0071698
A0A2R8PWG5	A0A2R8PWG5	A0A2R8PWG5_DANRE	Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein)	c20orf14 fc12b02 wu:fa05f07 wu:fc12b02 zgc:65913 prpf6	GO:0000244; GO:0000398; GO:0046540; GO:0071013
A0A2R8Q718	A0A2R8Q718	A0A2R8Q718_DANRE	deleted		
A0A2R8QDC7	A0A8M9QH30	A0A8M9QH30_DANRE	Actinin, alpha 4 (Alpha-actinin-4 isoform X1) (Alpha-actinin-4 isoform X2)	wu:fb53f05 zgc:63508 actn4	GO:0003779; GO:0005509
A0A286Y9D9	A0A286Y9D9	A0A286Y9D9_DANRE	deleted		
Q6IQC6	Q6IQC6	Q6IQC6_DANRE	26S proteasome non-ATPase regulatory subunit 4	zgc:86833 fj42d12 psmd4 wu:fj42d12 psmd4a	GO:0005634; GO:0005829; GO:0008540; GO:0031593; GO:0043161
A0A2R8RJW1	A0A2R8RJW1	A0A2R8RJW1_DANRE	deleted		
A0A0R4ILH7	A0A0R4ILH7	A0A0R4ILH7_DANRE	deleted		
F1QQ39	Q7ZUB0	Q7ZUB0_DANRE	Atrial myosin light chain (Myosin, light chain 13) (Uncharacterized protein LOC393488) (Zgc:66286) (Zgc:66286 protein)	zgc:77943 myl13 zgc:66286	GO:0005509; GO:0016460
Q7ZUB0	Q7ZUB0	Q7ZUB0_DANRE	Atrial myosin light chain (Myosin, light chain 13) (Uncharacterized protein LOC393488) (Zgc:66286) (Zgc:66286 protein)	zgc:77943 myl13 zgc:66286	GO:0005509; GO:0016460
O57418	O57418	O57418_DANRE	Paired box 7 isoform PAX7C (Paired box 7a) (Paired box gene 7) (Paired box gene 7a) (Transcription factor PAX7C)	pax7 pax7a CH211-119A10.1-001	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0042060; GO:0048066; GO:0048856; GO:0050938
A0A286Y832	A0A286Y832	A0A286Y832_DANRE	deleted		
A0A0R4IJU5	A0A0R4IJU5	A0A0R4IJU5_DANRE	Synapsin IIb (Synapsin-2)	zgc:123199 syn2b	GO:0005524; GO:0007269; GO:0030672
A0A0R4IHP5	A0A0R4IHP5	A0A0R4IHP5_DANRE	deleted		
A0A0R4IL71	A0A0R4IL71	A0A0R4IL71_DANRE	Insulin-degrading enzyme (Insulin-degrading enzyme isoform X1) (Novel protein similar to H.sapiens IDE, insulin-degrading enzyme (IDE, zgc:162603))	CH211-129M12.3 zgc:162603 ide CH211-129M12.3-001	GO:0003323; GO:0004222; GO:0005739; GO:0005782; GO:0005829; GO:0031018; GO:0042447; GO:0043171; GO:0046872; GO:0050435; GO:0051603; GO:1990798
Q9W6T7	Q9W6T7	PSN1_DANRE	Presenilin-1 (PS-1) (Zf-PS1) (EC 3.4.23.-)	psen1	GO:0000139; GO:0001666; GO:0001946; GO:0004175; GO:0005634; GO:0005739; GO:0005743; GO:0005765; GO:0005783; GO:0005789; GO:0005790; GO:0005794; GO:0005886; GO:0005938; GO:0006509; GO:0006816; GO:0007219; GO:0007220; GO:0007420; GO:0008013; GO:0009986; GO:0016020; GO:0016324; GO:0016485; GO:0030018; GO:0030318; GO:0030426; GO:0031594; GO:0034205; GO:0035253; GO:0036269; GO:0042500; GO:0042987; GO:0043025; GO:0043066; GO:0043085; GO:0043198; GO:0045121; GO:0045296; GO:0048471; GO:0050435; GO:0051563; GO:0052548; GO:0060070; GO:0060828; GO:0061053; GO:0070765; GO:0071632
A0A140LGF6	A0A8M1RKH6	A0A8M1RKH6_DANRE	Bax inhibitor 1 (Testis-enhanced gene transcript (BAX inhibitor 1))	tegt	GO:0019899; GO:0031966; GO:0033119; GO:0034620; GO:0060702; GO:2001234
A0A0R4IVR7	A0A0R4IVR7	A0A0R4IVR7_DANRE	deleted		
B3DG73	Q07998	TBXTA_DANRE	T-box transcription factor T-A (Brachyury protein homolog-A) (No tail protein A-A) (No tail protein-A) (Protein T homolog-A) (T-box protein ZfT-A) (Zf-T-A)	tbxta ntl ntla t	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001707; GO:0001708; GO:0001756; GO:0001757; GO:0001889; GO:0001947; GO:0003007; GO:0003140; GO:0003143; GO:0003677; GO:0005634; GO:0006357; GO:0007368; GO:0007498; GO:0010159; GO:0014028; GO:0016055; GO:0030903; GO:0031016; GO:0035462; GO:0035775; GO:0036342; GO:0042663; GO:0043565; GO:0045893; GO:0048565; GO:0060028; GO:0060034; GO:0060063; GO:0061053; GO:0061371; GO:0070121; GO:0072045; GO:2000223
B2KL77	B2KL77	B2KL77_DANRE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily d, member 3b) (Smarcd3b)	smarcd3b	GO:0003007; GO:0003712; GO:0005634; GO:0006357; GO:0007368; GO:0016514; GO:0055007
Q07998	Q07998	TBXTA_DANRE	T-box transcription factor T-A (Brachyury protein homolog-A) (No tail protein A-A) (No tail protein-A) (Protein T homolog-A) (T-box protein ZfT-A) (Zf-T-A)	tbxta ntl ntla t	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001707; GO:0001708; GO:0001756; GO:0001757; GO:0001889; GO:0001947; GO:0003007; GO:0003140; GO:0003143; GO:0003677; GO:0005634; GO:0006357; GO:0007368; GO:0007498; GO:0010159; GO:0014028; GO:0016055; GO:0030903; GO:0031016; GO:0035462; GO:0035775; GO:0036342; GO:0042663; GO:0043565; GO:0045893; GO:0048565; GO:0060028; GO:0060034; GO:0060063; GO:0061053; GO:0061371; GO:0070121; GO:0072045; GO:2000223
Q7ZSY3	Q7ZSY3	Q7ZSY3_DANRE	Brahma protein-like protein 1 (SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily a, member 4a) (Transcription activator BRG1) (Transcription activator BRG1 isoform X1)	smarca4 brg1 smarca2 wu:fb51a08 smarca4a	GO:0001947; GO:0003406; GO:0003407; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0007417; GO:0008094; GO:0010842; GO:0014032; GO:0014033; GO:0016787; GO:0021634; GO:0030182; GO:0031101; GO:0042393; GO:0043410; GO:0045944; GO:0048596; GO:0048703; GO:0060038; GO:0060059; GO:0060973; GO:0070603; GO:0140658
A9JRD8	A9JRD8	BTB6A_DANRE	BTB/POZ domain-containing protein 6-A	btbd6a zgc:172197	GO:0005634; GO:0005829; GO:0022008; GO:0050767
Q802Y8	Q802Y8	ZB16A_DANRE	Zinc finger and BTB domain-containing protein 16-A (Promyelocytic leukemia zinc finger protein-A) (Zinc finger protein PLZF-A)	zbtb16a plzfa zbtb16 zgc:55675	GO:0000122; GO:0000978; GO:0001227; GO:0001817; GO:0002682; GO:0005634; GO:0005654; GO:0005737; GO:0016567; GO:0032481; GO:0046872; GO:0050767
Q5J1R9	Q5J1R9	Q5J1R9_DANRE	receptor protein-tyrosine kinase (EC 2.7.10.1)	fj98e12 si:busm1-57f23.3 si:dz46m7.2 si:dz57f23.3 unp wu:fj98e12 zgc:63467 musk	GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0007411; GO:0008045; GO:0010976; GO:0014068; GO:0017147; GO:0030517; GO:0033674; GO:0042802; GO:0043113; GO:0043235; GO:0045211; GO:0051124; GO:0071340
Q8UVD6	Q8UVD6	Q8UVD6_DANRE	Brother of CDO (Brother of CDO precursor)	wu:fa16d03 fa16d03 boc	GO:0007399; GO:0007411; GO:0008589; GO:0016020; GO:0030424; GO:0031290; GO:0042802; GO:0098609
A4JYQ1	A4JYQ1	A4JYQ1_DANRE	Hyaluronan and proteoglycan link protein 2 precursor (Si:dkey-235h8.3)	wu:fj51g03 fj51g03 si:dkey-235h8.3 hapln2	GO:0001501; GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0042802; GO:0045202; GO:0072534
Q6NW92	Q6NW92	Q6NW92_DANRE	Insulin-like growth factor-binding protein 7 precursor (Zgc:85888)	zgc:85888 igfbp7	GO:0001558; GO:0001569; GO:0002040; GO:0005520; GO:0005615; GO:0009966; GO:0042802; GO:0062023
A4JYL6	A4JYL6	A4JYL6_DANRE	deleted		
Q6NW73	Q6NW73	Q6NW73_DANRE	Myelin protein zero-like 3 (Myelin protein zero-like protein 3)	zgc:85923 hm:zeh0677 wu:fi33f03 mpzl3	GO:0016020
A4JYL8	A4JYL8	A4JYL8_DANRE	deleted		
Q8JG36	Q8JG36	Q8JG36_DANRE	Epithelial V-like antigen 1 (Myelin protein zero-like 2) (Myelin protein zero-like 2b) (Myelin protein zero-like protein 2 precursor)	mpzl2 cb837 eva1 wu:fb07b02 mpzl2b	GO:0005886; GO:0042802; GO:0098609
A4JYS0	A4JYS0	A4JYS0_DANRE	Delta-like protein	dlc	GO:0005509; GO:0007219; GO:0016020; GO:0048468; GO:0048513; GO:0048731
B7ZV58	B7ZV58	B7ZV58_DANRE	Neurotrimin (Neurotrimin isoform 2 precursor) (Zgc:136455 protein)	zgc:136455 ntm	GO:0042802
A0A8M3B3N4	A0A8M3B3N4	A0A8M3B3N4_DANRE	Fibroblast growth factor receptor (EC 2.7.10.1)	fgfr1b si:ch211-180b9.1	GO:0005007; GO:0005524; GO:0005886; GO:0006468; GO:0008284
A4JYP5	A4JYP5	A4JYP5_DANRE	deleted		
Q6NY23	Q6NY23	Q6NY23_DANRE	Kin of IRRE like (Drosophila) (Kin of IRRE like a isoform X2) (Kirre like nephrin family adhesion molecule 1a precursor) (Kirre-like nephrin family adhesion molecule 1a)	kirrel kirrela zgc:64208 kirrel1a	GO:0005911; GO:0016020; GO:0042802; GO:0050839; GO:0098609
F1QE54	F1QE54	F1QE54_DANRE	Activated leukocyte cell adhesion molecule b (Neurolin-like cell adhesion molecule precursor)	fb53h09 fb80a10 nlcam si:ch211-190h2.4 wu:fb53h09 wu:fb80a10 wu:fc14b01 alcamb	GO:0005886; GO:0007155; GO:0021885; GO:0030424; GO:0031290; GO:0042802; GO:0060385
B3DH85	B3DH85	B3DH85_DANRE	NCAM (Ncam1 protein) (Neural cell adhesion molecule 1 precursor) (Neural cell adhesion molecule 1a)	fj56g09 ncam ncam1 wu:fj56g09 ncam1a	GO:0007155; GO:0016020; GO:0021961
A0A2R8PV55	A0A2R8PV55	A0A2R8PV55_DANRE	CD166 antigen homolog A (CD166 antigen homolog A isoform X1)	DM-GRASP alcam cd166 alcama	GO:0016020
A4JYM3	A4JYM3	A4JYM3_DANRE	Junctional adhesion molecule B precursor (cDNA, clone cssl:d0187)	jam2 sb:cb1002 jam2a	GO:0016020
B2XCL9	B2XCL9	B2XCL9_DANRE	Appl1 (DCC-interacting protein 13-alpha)	appl1	GO:0001726; GO:0005634; GO:0005768; GO:0005769; GO:0007049; GO:0031901; GO:0042802; GO:0045335
B2XCM0	B2XCM0	B2XCM0_DANRE	Appl2 (DCC-interacting protein 13-beta)	appl2	GO:0001726; GO:0005634; GO:0005768; GO:0007049; GO:0010008; GO:0023052; GO:0031901; GO:0045335
B0CLV6	B0CLV6	B0CLV6_DANRE	Cell adhesion molecule 3 (Cell adhesion molecule 3 isoform X3) (Zgc:136589)	zgc:136589 cadm3	GO:0007156; GO:0016020
B0CLY0	B0CLY0	B0CLY0_DANRE	deleted		
A0A8M2B9E7	A0A8M2B9E7	A0A8M2B9E7_DANRE	Neural cell adhesion molecule L1.2 isoform X2	nadl1.2 wu:fq26g05	GO:0005886
Q6U7I4	Q6U7I4	Q6U7I4_DANRE	Neural adhesion molecule L1.2 (Neural cell adhesion molecule L1.2 precursor)	sb:eu917 nadl1.2 NCAM-L1.2 wu:fq26g05 l1cama	GO:0005886
A8DZ85	A8DZ85	A8DZ85_DANRE	Roundabout homolog 3 (Roundabout homolog 3 isoform 2 precursor) (Roundabout, axon guidance receptor, homolog 3 (Drosophila))	cb503 robo3	GO:0005886; GO:0007156; GO:0007411; GO:0008046; GO:0016199; GO:0030424; GO:0035385; GO:0048264; GO:0048675; GO:0070593; GO:0071679; GO:0098632
A1L2D6	A1L2D6	A1L2D6_DANRE	CD226 antigen precursor (Zgc:158817)	zgc:158817 cd226	GO:0002729; GO:0002860; GO:0002891; GO:0009897; GO:0032729; GO:0033005; GO:0050862; GO:0060369
Q9DE36	Q9DE36	Q9DE36_DANRE	Slit homolog 2 protein precursor (Slit2)	slit2	GO:0001763; GO:0003262; GO:0005509; GO:0005576; GO:0007411; GO:0007414; GO:0008201; GO:0021631; GO:0021952; GO:0030308; GO:0030517; GO:0031290; GO:0033564; GO:0048495; GO:0050919; GO:0061360
Q642G9	Q642G9	Q642G9_DANRE	Opioid-binding protein/cell adhesion molecule precursor (Zgc:92901) (Zgc:92901 protein)	zgc:92901 opcml	
Q1L921	Q1L921	Q1L921_DANRE	deleted		
A0A8M1P5N0	A0A8M1P5N0	A0A8M1P5N0_DANRE	Epiphycan (Epiphycan isoform 2 precursor) (Epiphycan isoform X2)	dspg3 im:6901189 si:dkeyp-38g8.4 wu:fb48c08 zgc:110596 epyc	GO:0031012; GO:0060348; GO:0061975
A0A8M9Q8Q6	A0A8M9Q8Q6	A0A8M9Q8Q6_DANRE	V-set and transmembrane domain-containing protein 4	vstm4b	GO:0016020
A0A8M3B365	A0A8M3B365	A0A8M3B365_DANRE	Leucine-rich repeat transmembrane neuronal protein 4 isoform X2	lrrtm4l1	GO:0016020
A4QN31	A4QN31	A4QN31_DANRE	Fibroblast growth factor receptor (EC 2.7.10.1)	fgfr-2 fc56c05 wu:fc56c05 fgfr2	GO:0005007; GO:0005524; GO:0005886; GO:0006468; GO:0008284
A4JYN2	A4JYN2	A4JYN2_DANRE	Bcan (Brevican core protein precursor)	fi32a12 wu:fi32a12 bcan	GO:0001501; GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0045202; GO:0072534
A0A8M3B0J4	A0A8M3B0J4	A0A8M3B0J4_DANRE	Leucine-rich repeat-containing protein 24 isoform X1	lrrc24	GO:0016020
A4JYR2	A4JYR2	A4JYR2_DANRE	Novel immune-type receptor 14b (Novel immune-type receptor 14b precursor) (Novel immune-type receptor protein) (cDNA, clone cssl:d0274)	si:dkey-149k8.5 nitr14b DKEY-149K8.5-001	GO:0009617
B0V0E5	B0V0E5	B0V0E5_DANRE	Amyloid-beta A4 protein	appb	GO:0001944; GO:0004867; GO:0005102; GO:0005769; GO:0005794; GO:0005798; GO:0005886; GO:0007409; GO:0007417; GO:0008201; GO:0008593; GO:0009986; GO:0022407; GO:0030546; GO:0031175; GO:0045121; GO:0045664; GO:0046914; GO:0048675; GO:0060026
A0A8M9Q9W6	A0A8M9Q9W6	A0A8M9Q9W6_DANRE	Fibroblast growth factor receptor (EC 2.7.10.1)	fgfr3 fc27h01 sb:eu563 wu:fc27h01	GO:0005007; GO:0005524; GO:0005886; GO:0006468; GO:0008284
A0A0R4IT86	A0A0R4IT86	A0A0R4IT86_DANRE	Kin of IRRE-like protein 2 precursor (Kirre-like nephrin family adhesion molecule 3, like)	cb33 kirrel3 sb:cb33 si:dkey-29g23.1 wu:fb74e02 kirrel3l	GO:0005886; GO:0005911; GO:0007420; GO:0007520; GO:0032836; GO:0039021; GO:0039022; GO:0050839; GO:0072015; GO:0098609
Q2HPG2	Q2HPG2	Q2HPG2_DANRE	LGIa (Leucine-rich, glioma inactivated 1a) (Leucine-rich, glioma inactivated 1a precursor) (Lgi1a)	LGIa fb78h12 Lgi1a wu:fb78h12 zgc:65886 lgi1a	GO:0005615; GO:0007420; GO:0007626; GO:0042552
B0CLV1	B0CLV1	B0CLV1_DANRE	Endothelial cell-selective adhesion molecule precursor (Endothelial cell-specific adhesion molecule) (cDNA, clone cssl:d0254)	ESAM esam sc:d0254 esama	GO:0005886; GO:0005912; GO:0007156; GO:0070527; GO:0098632; GO:0120078
F1R0N0	F1R0N0	F1R0N0_DANRE	Leucine-rich repeat-containing 17 (Leucine-rich repeat-containing protein 17 isoform X1)	cb314 sb:cb314 wu:fb08f12 zgc:77411 lrrc17	GO:0008201; GO:0030308; GO:0031290; GO:0048495; GO:0050919
Q6PFK4	Q6PFK4	Q6PFK4_DANRE	Cell adhesion molecule 2a (Cell adhesion molecule 2a precursor)	zgc:66339 igsf4d cadm2a	GO:0007156; GO:0016020
Q2YDQ1	Q2YDQ1	Q2YDQ1_DANRE	Uncharacterized protein LOC641563 precursor (Zgc:123297)	zgc:123297	GO:0006955; GO:0007166; GO:0009897; GO:0031295; GO:0042102; GO:0071222
Q98SW4	Q98SW4	Q98SW4_DANRE	deleted		
Q3Y6S4	Q3Y6S4	Q3Y6S4_DANRE	Slit homolog 1b precursor (Slit1b)	slit1b	GO:0005509; GO:0005576; GO:0005886; GO:0007411; GO:0021602; GO:0048513
A0A8M9Q9P8	A0A8M9Q9P8	A0A8M9Q9P8_DANRE	V-set and transmembrane domain-containing protein 4 isoform X2	vstm4a im:7157049 zgc:162468	
A4JYP8	A4JYP8	A4JYP8_DANRE	Cntn1a (Contactin-1a precursor)	F3 cntn1 cntn1a	
A1L1V2	A1L1V2	A1L1V2_DANRE	Matrix remodeling-associated protein 8	si:ch211-15p9.5 fj65f09 wu:fj65f09 zgc:158401 mxra8a	GO:0005886; GO:0007155; GO:0009986; GO:0030154
B0CM15	B0CM15	B0CM15_DANRE	deleted		
A8BB59	A8BB59	A8BB59_DANRE	Tsukushin isoform 1 precursor (Zgc:56201)	tsk fd51d02 wu:fd51d02 Z-TSK zgc:56201 tsku	
Q803T1	Q803T1	Q803T1_DANRE	Decorin (Bone proteoglycan II)	decorin DC dcn	GO:0005615; GO:0050654; GO:0051216; GO:0060028
A0A8M9PLL4	A0A8M9PLL4	A0A8M9PLL4_DANRE	Leucine-rich repeat transmembrane protein FLRT1	flrt1a	GO:0016020
A9JR35	A9JR35	A9JR35_DANRE	Netrin receptor UNC5	unc5h2 sb:eu495 unc5b	GO:0001569; GO:0005042; GO:0005886; GO:0016525; GO:0033564; GO:0048514
Q5BL20	Q5BL20	Q5BL20_DANRE	Immunoglobulin superfamily containing leucine-rich repeat 2 (Immunoglobulin superfamily containing leucine-rich repeat protein 2 precursor)	zgc:101901 islr2	GO:0016020; GO:0031290
F1QFK4	F1QFK4	F1QFK4_DANRE	Roundabout homolog 3 isoform 1 (Roundabout, axon guidance receptor, homolog 3 (Drosophila))	cb503 robo3	GO:0005886; GO:0007156; GO:0007411; GO:0008046; GO:0016199; GO:0030424; GO:0035385; GO:0048264; GO:0048675; GO:0070593; GO:0071679; GO:0098632
