string_protein_id	preferred_name	protein_size	annotation
224308.BSU18560	yoaD	344	Putative 2-hydroxyacid dehydrogenase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU18570	yoaE	680	Molybdopterin cofactor oxido-reductase; Evidence 2b: Function of strongly homologous gene; enzyme.
224308.BSU18580	yoaF	97	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18590	yoaG	134	Putative permease; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18596	BSU18596	40	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18600	yozQ	97	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18610	yoaH	561	Putative methyl-accepting chemotaxis protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor.
224308.BSU18620	yoaI	483	Putative 4-hydroxyphenylacetate-3-hydroxylase; Catalyzes the hydroxylation of 4-hydroxyphenylacetic acid (4HPA), leading to the production of 3,4-dihydroxyphenylacetic acid (DHPA).
224308.BSU18630	exlX	232	Extracellular endoglucanase precursor (expansin); May promote colonization of plant roots. May cause loosening and extension of plant cell walls by disrupting non-covalent bonding between cellulose microfibrils and matrix glucans. Has very low expansin activity (in vitro). No enzymatic activity has been found. Binds to peptidoglycan and to plant cell walls.
224308.BSU18640	yoaK	225	Putative membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18650	pelB	345	Pectin lyase; Catalyzes the depolymerization of pectins of methyl esterification degree from 13 to 75%, with an endo mode of action. Cannot degrade polygalacturonate (By similarity).
224308.BSU18660	yoaM	227	Conserved hypothetical protein; Sensor of abasic sites in single-stranded DNA (ssDNA) required to preserve genome integrity by promoting error-free repair of abasic sites. Recognizes and binds abasic sites in ssDNA at replication forks and chemically modifies the lesion by forming a covalent cross- link with DNA (By similarity). May act as a protease: mediates autocatalytic processing of its N-terminal methionine in order to expose the catalytic cysteine (By similarity).
224308.BSU18669	yozS	101	Putative permease; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18670	yoaN	392	Oxalate decarboxylase; Converts oxalate to formate and CO(2); To B.subtilis OxdC.
224308.BSU18680	yoaO	162	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18690	yoaP	251	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; Belongs to the acetyltransferase family.
224308.BSU18700	yoaQ	118	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18709	yozT	79	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18710	yozF	165	Putative lipoprotein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type lp: lipoprotein.
224308.BSU18720	yoaR	303	Putative factor for cell wall maintenance or synthesis; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor.
224308.BSU18730	yoaS	160	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 15849754, 16850406.
224308.BSU18740	yozG	84	Putative transcriptional regulator; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr: putative regulator.
224308.BSU18750	yoaT	264	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18760	yoaU	290	Putative transcriptional regulator (LysR family); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr: putative regulator; Belongs to the LysR transcriptional regulatory family.
224308.BSU18770	cyeA	292	Cysteine and O-acetyl serine efflux permease; Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; transporter.
224308.BSU18780	yoaW	143	Biofilm forming exported protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type ph: phenotype.
224308.BSU18790	yoaZ	210	Putative factor of the oxidative stress response; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor; Belongs to the peptidase C56 family.
224308.BSU18800	penP	306	Beta-lactamase precursor; This protein is a beta-lactamase with a substrate specificity for penicillins.
224308.BSU18810	yobA	120	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18820	yobB	87	Putative phage protein; Evidence 7: Gene remnant; extrachromosomal origin.
224308.BSU18830	pps	866	Putative PEP-dependent enzyme; Might catalyze the phosphorylation of pyruvate to phosphoenolpyruvate.
224308.BSU18840	xynA	213	Endo-1,4-beta-xylanase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the glycosyl hydrolase 11 (cellulase G) family.
224308.BSU18849	yozV	79	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU18850	yobD	112	Transcriptional regulator (phage-related, Xre family); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type h: extrachromosomal origin.
224308.BSU18860	yozH	118	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18870	yozI	121	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18880	yobE	219	Putative phage protein; Sensor of abasic sites in single-stranded DNA (ssDNA) required to preserve genome integrity by promoting error-free repair of abasic sites. Recognizes and binds abasic sites in ssDNA at replication forks and chemically modifies the lesion by forming a covalent cross- link with DNA (By similarity). May act as a protease: mediates autocatalytic processing of its N-terminal methionine in order to expose the catalytic cysteine (By similarity).
224308.BSU18890	yobF	307	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18898	yozW	57	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18899	yozX	74	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU18900	yozJ	151	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU18908	yozY	86	Putative transcriptional regulator from bacteriophage; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU18910	rapK	371	Putative phage holin (fragment); Evidence 7: Gene remnant; extrachromosomal origin; Belongs to the RAP family.
224308.BSU18920	phrK	40	Secreted regulator of the activity of phosphatase RapK; Inhibitor of the activity of phosphatase RapK.
224308.BSU18930	yobH	217	Putative DNA repair protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the DNA polymerase type-Y family.
224308.BSU18940	yozK	115	Putative DNA repair protein fragment; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; extrachromosomal origin.
224308.BSU18950	yozL	97	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12137951.
224308.BSU18960	yozM	111	Putative bacteriophage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU18970	yobI	1201	Putative NTPase with transmembrane helices; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU18980	yobJ	280	Small regulatory RNA; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type n: RNA.
224308.BSU18990	rttM	152	Antitoxin inhibiting Rnase RttL; Antitoxin component of a type II toxin-antitoxin (TA) system. Neutralizes the RNase activity of cognate toxin YobL, as well as its ability to inhibit growth upon expression in E.coli. Does not have antitoxin activity on other toxins with the LXG toxin domain.
224308.BSU19000	rttL	600	Phage toxin ribonuclease; Toxic component of a type II toxin-antitoxin (TA) system. The C-terminus (residues 449-600) has RNase activity, and inhibits growth upon expression in E.coli. In vitro RNase activity and in vivo growth inhibition are neutralized by cognate antitoxin YobK, but not by antitoxins specific to other toxins with the LXG domain.
224308.BSU19010	yobM	185	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU19020	yobN	478	Putative amine oxidase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the flavin monoamine oxidase family. FIG1 subfamily.
